@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,
@-header,maximumScore_!_ 100,,,,,
@-header,fileType_!_ results,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,
@-header,courseId_!_ 9,,,,,
@-header,courseName_!_ Doctor of Medicine,,,,,
@-header,year_!_ 4,,,,,
@-header,semester_!_ 1,,,,,
@-header,batchId_!_ 5,,,,,
@-header,batchName_!_ 2013/2014,,,,,
@-header,flags_!_ 0,,,,,
@-header,compilationTime_!_ 2017:05:17:17:47:49,,,,,
@-header,columnCount_!_ 7,,,,,
,,,,,,
,,,,,,342
Ref,GPA,Reg Number,Flags,Details,res,Research Methodology
49,,TUMA/KCMUCo/MD/2016/2017/3085,11,,,49
200,,TUMA/KCMUCo/MD/2016/2017/3086,67,,,49
263,,TUMA/KCMUCo/MD/2016/2017/3088,67,,,42
234,,TUMA/KCMUCo/MD/2016/2017/3089,11,,,39
16,,TUMA/KCMUCo/MD/2016/2017/3091,67,,,
394,,TUMA/KCMUCo/MD/2016/2017/3092,9,,,66
388,,TUMA/KCMUCo/MD/2016/2017/3093,11,,,43
56,,TUMA/KCMUCo/MD/2016/2017/3094,9,,,62
279,,TUMA/KCMUCo/MD/2016/2017/3098,11,,,39
216,,TUMA/KCMUCo/MD/2016/2017/3099,65,,,61
223,,TUMA/KCMUCo/MD/2016/2017/3100,65,,,58
137,,TUMA/KCMUCo/MD/2016/2017/3101,67,,,21
139,,TUMA/KCMUCo/MD/2016/2017/3105,11,,,36
20,,TUMA/KCMUCo/MD/2016/2017/3107,65,,,57
46,,TUMA/KCMUCo/MD/2016/2017/3108,67,,,32
333,,TUMA/KCMUCo/MD/2016/2017/3111,67,,,28
185,,TUMA/KCMUCo/MD/2016/2017/3113,67,,,
11,,TUMA/KCMUCo/MD/2016/2017/3114,67,,,49
159,,TUMA/KCMUCo/MD/2016/2017/3115,67,,,48
390,,TUMA/KCMUCo/MD/2016/2017/3116,67,,,43
244,,TUMA/KCMUCo/MD/2016/2017/3117,65,,,55
250,,TUMA/KCMUCo/MD/2016/2017/3118,67,,,38
345,,TUMA/KCMUCo/MD/2016/2017/3119,67,,,46
60,,TUMA/KCMUCo/MD/2016/2017/3120,65,,,52
395,,TUMA/KCMUCo/MD/2016/2017/3121,65,,,61
51,,TUMA/KCMUCo/MD/2016/2017/3122,65,,,61
391,,TUMA/KCMUCo/MD/2016/2017/3123,65,,,50
303,,TUMA/KCMUCo/MD/2016/2017/3124,67,,,38
182,,TUMA/KCMUCo/MD/2016/2017/3125,11,,,45
157,,TUMA/KCMUCo/MD/2016/2017/3126,65,,,57
180,,TUMA/KCMUCo/MD/2016/2017/3127,65,,,60
352,,TUMA/KCMUCo/MD/2016/2017/3128,9,,,51
126,,TUMA/KCMUCo/MD/2016/2017/3129,9,,,53
355,,TUMA/KCMUCo/MD/2016/2017/3130,11,,,48
251,,TUMA/KCMUCo/MD/2016/2017/3131,9,,,58
101,,TUMA/KCMUCo/MD/2016/2017/3134,9,,,54
58,,TUMA/KCMUCo/MD/2016/2017/3135,9,,,64
59,,TUMA/KCMUCo/MD/2016/2017/3136,9,,,55
267,,TUMA/KCMUCo/MD/2016/2017/3137,65,,,67
63,,TUMA/KCMUCo/MD/2016/2017/3138,65,,,62
237,,TUMA/KCMUCo/MD/2016/2017/3139,9,,,57
284,,TUMA/KCMUCo/MD/2016/2017/3140,65,,,58
17,,TUMA/KCMUCo/MD/2016/2017/3141,65,,,54
104,,TUMA/KCMUCo/MD/2016/2017/3142,67,,,41
161,,TUMA/KCMUCo/MD/2016/2017/3143,65,,,56
37,,TUMA/KCMUCo/MD/2016/2017/3144,65,,,60
392,,TUMA/KCMUCo/MD/2016/2017/3145,11,,,43
372,,TUMA/KCMUCo/MD/2016/2017/3146,67,,,39
65,,TUMA/KCMUCo/MD/2016/2017/3147,9,,,59
321,,TUMA/KCMUCo/MD/2016/2017/3148,11,,,42
280,,TUMA/KCMUCo/MD/2016/2017/3149,65,,,54
286,,TUMA/KCMUCo/MD/2016/2017/3150,67,,,48
